TI,DE,ID,AB,PY
"Geomorphological features of the archaeological marine area of Sinuessa in Campania, southern Italy",Coastal geomorphology; Geoarchaeology; Sedimentology; Sea level change; Italy,SEA-LEVEL CHANGE; TECTONIC IMPLICATIONS; SIZE DISTRIBUTIONS; COASTAL HAZARD; SKEWNESS; SHORELINES; EVOLUTION; INDICATOR; PENINSULA; SEDIMENTS,"Submarine surveys carried out since the '90s along the coastland of Sinuessa allowed us to draw up a geomorphological map with archaeological findings. Along the sea bottom, 650 m off and -7 m depth, a Campanian Ignimbrite bedrock was detected: dated similar to 39 kyr BP, its position is incompatible with the current sea level. Towards the northern edge of the shoal, a depressed area with 24 cubic elements in concrete was surveyed. These artefacts (pilae) are typical of Roman maritime structures widespread along the southernmost Phlegrean coast. Beachrocks and accessory landforms at the same depth of bedrock suggest that this was emerging and attended by man in Roman times, even for activities related to port facilities. Submerged palaeo-channels, in alignment of current watercourses on the mainland, dissect the shoal. These channels were moulded in subaerial environment during Wurm glaciation, following the tuff deposition, and then were drowned by sea-level rise. The northernmost channel, next to the pilae, likely allowed transit and manoeuvring of Roman ships. The discovery along the seabed of a large stump of lead anchor, hundreds of Roman amphorae and fragments, as well as of a depression of millstone, confirm this finding. Probably the sinuous physiography favored the choice of this site for the docking of Sinuessa, as sheltered from storms. (C) 2016 Elsevier Ltd and INQUA. All rights reserved.",2016
"Guns, farms, and foreign languages: the introduction of western learning and the first government schools in late nineteenth-century Korea",Korean history; government schools; educational reform; open port period,,"Despite the turbulent political circumstances of the 1880s, and notwithstanding opposition from key government officials, this decade witnessed the Korean government's initial attempts to establish educational institutions modelled after western schools - the Royal College (Yugyeong Gongweon), a military academy (Yeonmu Gongweon), and an agricultural experiment station (Nongmu Mokchuk Shiheomjang). These three institutions focused on the English language and general western learning, military training and agricultural technology, and were all influenced by American-style learning and employed American instructors. Rather than depict the introduction of western learning to Korea as an epic battle between orthodox learning (Confucianism) and heterodox learning (western learning) or frame it in terms of tradition and modernity, this article argues that through a conscious and complex process of selection, the adaptation of specific elements of western learning was a pragmatic and manageable move on the part of the Korean government to fulfil the immediate needs of the state. Following the lines of the Wealthy Country, Strong Army school of thought, reform intellectuals advocated a practical programme of reform to strengthen the army and build a more robust economy. By examining official documents and primary sources, the role of pragmatism can be seen to underscore the complexity of the implementation of concrete reform. Thus, oversimplified dichotomies of the modern versus traditional cannot accurately depict this period of change.",2016
Early age behavior analysis for reinforced concrete bridge pier,construction analysis; bridge pier; heat of hydration; initial concrete temperature; stripping formwork time,CONSTRUCTION; SIMULATION; STRESSES,"In this study, the construction of a reinforced concrete bridge pier was analyzed from durability point of view. The goal of the study is to analyze the crack iniation condition due to construction and present some recommendations for construction conditions of the reinforced concrete bridge pier. The bridge is located at the western port area of Shenzhen, where the climate is high temperature and humidity. To control the cracking of concrete, a construction simulation was carried out for a heat transfer problem as well as a thermal stress problem. A shrinkage model for heat produced due to cement hydration and a Burger constitutive model to simulate the creep effect are used. The modelling based on Femmasse(C) is verified by comparing with the testing results of a real underground abutment. For the bridge pier, the temperature and stress distribution, as well as their evolution with time are shown. To simulate the construction condition, four initial concrete temperatures (5 degrees C, 10 degrees C, 15 degrees C, 20 degrees C) and three demoulding time tips (48h, 72h, 96h) are investigated. From the results, it is concluded that a high initial concrete temperature could result in a high extreme internal temperature, which causes the early peak temperature and the larger principle stresses. The demoulding time seems to be less important for the chosen study cases. Currently used 72 hours in the construction practice may be a reasonable choice.",2016
Precast concrete wharf deck expedites construction in large port projects,,,,2016
Monitoring the Structural Response of the Liefkenshoek Rail Tunnel to Tidal Level Fluctuations,Shield-driven tunnel; Precast concrete segments; Tidal river; Monitoring; Strain gauges; Ovalization; Leveling measurements; Movement; River tides,,"The 6-km-long Liefkenshoek rail tunnel creates a new freight connection in the Port of Antwerp (Belgium) by crossing the River Scheldt and Port Canal. The water level variation of the river, corresponding to the tides of the North Sea, proved to be a nonnegligible load state for the tunnel lining. This paper reports how the structural response of the Liefkenshoek tunnel to the tidal fluctuations could be identified, thanks to the various components of the complementary monitoring program, consisting of strain, ovalization, and leveling measurements. First, an in-depth study on the methodology of the applied monitoring procedures is presented. Next, results show that the tidal effect causes an oscillating vertical displacement of the tunnel lining up to 10mm between low and high tide. Outside the river boundaries, no significant tidal influence is found, and the transition zone between the stable tunnel section and the moving part below the river appears to be constrained to a relatively small tunnel section. Furthermore, the concrete lining shows a uniform compression and relaxation between tides. The corresponding monitored stress changes show a good resemblance with results from simplified analytical calculation. The findings of this paper perfectly illustrate how the design process of segmental tunnel linings requires a thorough understanding of the project surroundings for a correct identification of all loads on the precast concrete elements, both during and after tunnel drive works. (C) 2016 American Society of Civil Engineers.",2016
Secondary aggregates and seawater employment for sustainable concrete dyke blocks production: Case study,Sustainable concrete; Recycled aggregates; Steel slags; Sea water; Concrete block; Case study; Cores; Properties,INDUSTRIAL BY-PRODUCTS; HIGH-STRENGTH CONCRETE; MECHANICAL-PROPERTIES; RECYCLED AGGREGATE; COARSE AGGREGATE; PLAIN CONCRETE; SEA-WATER; PERFORMANCE; ENVIRONMENT; CONSTRUCTION,"The main objective of this research work was to validate the on site real scale production of dyke blocks employing coarse mixed recycled aggregates, steel slag aggregates and seawater. A laboratory experimental phase (Phase 1) was carried out prior to real scale concrete block production within Barcelona's port (Phase 2). According to the results, the concretes produced with a combined mixture of 50% coarse mixed aggregates and 50% of coarse steel aggregates achieved the most adequate properties for use in dyke block manufacturing. The concrete produced employing high percentages of coarse mixed recycled aggregates (without steel slag aggregates) could achieve adequate properties in its saturated state. The use of seawater instead of freshwater reduced the concrete's setting time as well as the porosity of the concretes produced, resulting in both the reduction of water penetration and the capillary water absorption capacity of the concretes. The use of seawater increased concrete's compressive strength at early age. It was also concluded that the results obtained in the laboratory studies and the technical know-how achieved can be transferred to large scale projects. (C) 2016 Elsevier Ltd. All rights reserved.",2016
Y Recycled aggregates in structural concrete - a Qatar case study,codes of practice & standards; concrete technology & manufacture; recycling & use of materials,,"Despite established knowledge on the application of recycled aggregate in concrete, their use in structural concrete is somewhat limited. A sustainable supply of recycled materials together with adequate quality production and monitoring can enable wider use in high-value applications. Infrastructure in Qatar is being developed rapidly with large projects for the hosting of the World Cup 2022. One of the main challenges facing the construction industry is the lack of locally available good quality aggregates and the increased demand for aggregates. Industry relies on imported aggregates but there are concerns about quality and limited port capacity. Meanwhile, large quantities of construction wastes are available with potential to support the government strategy of green and sustainable construction. Recycled aggregates were subjected to extensive testing to optimise their use in structural C40 concrete and building trials were used to demonstrate how to apply this in practice. The results indicated at least similar strength and durability-related properties compared with imported aggregates. The project outcomes are being used to update the Qatar Construction Specification. A quality management system was developed to ensure a consistent supply of recycled aggregates and the project is now moving to implement recycled materials in government projects.",2016
Impact of Singapore's importers on life-cycle assessment of concrete,Life-cycle assessment (LCA); Cement; Aggregates; Concrete; Life-cycle inventory (LCI) analysis; Green Mark Scheme (GMS) for Singapore,CEMENT PRODUCTION; PORTLAND-CEMENT; INVENTORIES; MANUFACTURE; IMPROVEMENT; CHINA; EU,"Singapore consumes large volumes of concrete to sustain its growth in construction. To comply with its Green Mark Scheme, it is necessary for Singapore to take action in consuming concrete products with lower carbon footprint. This study quantifies and suggests alternatives for reducing the embodied energy and environmental impacts of cement and aggregate consumption in concrete products being utilized in Singapore. A cradle-to-gate life-cycle assessment methodology is considered to quantify the life-cycle inventory of cement and aggregates based on the current trading volumes of these concrete materials imported to Singapore. The cradle-to-gate system boundary includes raw materials extraction, production processes, and transportation of raw materials to production facilities as well as transportation of end-products (cement and aggregates) from the production facility in the importing country to the Port of Singapore. Geographical system boundary covers the neighboring countries that export cement and aggregates to Singapore. Life-cycle inventory results include an inventory of environmental exchanges (energy as input and major air emissions as output) for the functional unit within the defined product system. In this study, results are first demonstrated as per unit weight of cement and aggregate imported to Singapore. Following the calculation of life-cycle inventory results per unit weight of cement and aggregates, embodied energy and global warming potential of a concrete mix normalized with respect to strength are compared for two scenarios. The first scenario represents the Singapore's current trading volumes while the second one is based on cement and aggregate imports from Malaysia which due to its close proximity to Singapore and efficient production technologies and greener fuel mixes results in a reduction in both global and regional impacts compared to the Singapore's current trading conditions. By importing cement and aggregates from Malaysia instead of the current trading conditions global warming potential and embodied energy of a high-strength concrete mix can be reduced by 11% and 31%, respectively. (C) 2016 Elsevier Ltd. All rights reserved.",2016
Safety Evaluation of a Long-Span Steel Trestle with an Extended Service Term Age in a Coastal Port Based on Identification of Modal Parameters,modal testing; steel truss structure; trestle; oil wharf; safety assessment,DAMAGE DETECTION; BRIDGE,"Combining vibration testing and safety evaluation improves the understanding of structural vibration behavior, aids in the future design of similar structures, and provides key information for the design of remedial measures. This paper investigates the safety of a unique full-scale 40 year old steel trestle structure of an oil wharf based on the identification of modal parameters. This structure is a typical simply -supported through -type parabolic vierendeel steel truss (SSTTPVST) structure with a span of 106m in an extended service term age. Steel trestle vibration responses were measured using state-of-the-art methods, such as ambient vibration survey, initial velocity excitation method, and initial displacement excitation method. The natural frequencies, mode shapes, and damping ratios of the trestles located in land and in the sea were obtained in both the vertical and horizontal lateral directions. Test results showed that the vibration parameters identified by the three excitation methods were almost identical despite the differences in excitation levels between methods. It was also demonstrated that properly planned testing can be performed successfully even in limited conditions, such as low-level excitation. In addition, finite element (FE) modeling of this trestle and model consistency with both experimental results of natural frequencies and mode shapes were described. A mode shape node was found in the first vertical mode shape of this kind of trestle, which was proven in the time history and Fourier spectrum of the trestle vibration response. This result was considerably different than that of normal simply -supported concrete bridges on highways. The safety evaluation of the trestles located in land and in the sea was carried out using the natural frequency changes based on the frequencies obtained in three different years, including the years 2000, 2002, and 2014. The evaluation results indicated that the damage of the trestle located in the sea was more severe than that of the trestle in land, which paralleled with the visual inspection result of the trestle.",2016
Preliminary study on new container stacking/storage system due to space limitations in container yard,Container ports; Logistics and supply chain; Maritime business; Maritime operations and innovation; Space limitations; Stacking/storage yard,ALLOCATION; TERMINALS; PORT; HUB,"Purpose - The purpose of this study is to introduce a new innovative means of container stacking/storage as a potential solution for overcoming the lack of container yard space. Design/methodology/approach - A qualitative methodology that incorporates questionnaires and interview sessions as the tools is utilised together with an application of new innovation concept. Findings - The proposed system not only allows increased efficiency and effectiveness in handling containers, but also increases the profit margin of ports, as container stacking/storage is tripled in height. Research limitations/implications - This is just the beginning of a preliminary research study that proposes a new container stacking/storage system to address the lack of space in container yards. Therefore, much more work needs to be done in future studies before a solid and concrete decision on the application of this innovative system can be carried out. Practical implications - The practicality of the proposed model means that it can be easily implemented to address space limitation problems in ports. Social implications - The benefits of the results to the local community around ports are a healthier environment, with cleaner air, so that there will be less health issues of the residents and therefore reduced burden on the local health system. This is due to the use of technology that will prevent the expansion of ports that ultimately could lead to deforestation and environmental damage. This technology will also help to preserve the greenery of the area around ports. Originality/value - An innovative model of a container stacking/storage system is presented in this study as a possible solution to the problem.",2016
Paulsboro Marine Terminal Wharf Design and Construction,,,"The construction of the wharf at the Paulsboro Marine Terminal, in Paulsboro, NJ, began in the winter of 2014. There have been many obstacles to overcome before the first pile could be driven into the Delaware River. This paper discusses the planning, design, and construction of the wharf. The cast-in-place concrete deck is supported by precast concrete planks and cast-in-place concrete caps that are built atop precast concrete piles. Full build out of the wharf will include three deep water ship berths and a barge berth. The live load capacity of the deck is 1,500 pounds per square foot with specific heavy lift areas capable of supporting higher loads. A freight rail and gantry crane are also planned to be located on the wharf. A separate rail access trestle and a combination sheet pile wall was required to protect environmentally sensitive areas around the project site. The South Jersey Port Corporation (SJPC) - an agency of the State of New Jersey - in conjunction with the Gloucester County Improvement Authority (GCIA) and the Borough of Paulsboro is in the process of redeveloping the former British Petroleum (BP) Oil Terminal and the adjacent former Essex Industrial Chemicals, Inc. (Essex) properties into a new, deep-water marine terminal with associated processing, distribution, assembly and intermodal operations that will be called the Paulsboro Marine Terminal. Upon completion, the Terminal will cover 200 acres of land and include a deep-water wharf on the waterside of the property. The landside improvements include a new bridge and roadways providing direct interstate access, rail and utility infrastructure along with other associated civil improvements to control site drainage. Full build out of the wharf will include three deep water ship berths along the Delaware River and one barge berth along the upriver side of the wharf, which turns to run parallel the adjacent Mantua Creek. The total length of new waterside berth space will be over 2,500 feet. Supported on over 2,300 precast concrete piles the wharf was designed to carry a uniform live load of 1,500 pounds per square foot and load combinations from a variety of cranes and other cargo handling equipment. A special design was incorporated for two heavy loading areas extending the length of the wharf to account for the propping loads of a 200-ton mobile harbor crane. The design also accounted for the future inclusion of a gantry crane with a gage between the rails of 100 feet. A train rail track is also included on the wharf to allow direct loading of project cargo to rail. The train rail track was designed to carry a live loading equivalent to the Cooper E-100. Due to permitting requirements, it was necessary to construct the wharf as a pile supported deck over open water approximately 150 feet from the original shoreline. Therefore, standalone trestles are required to provide rail and vehicle access to the wharf. The rail trestle carries a curved portion of the rail and is supported on independent pile bents connected together using precast concrete bulb-tee beams. The wharf is supported on twenty-four (24) inch square prestressed concrete pilings that rely on both end bearing and skin friction to resist a maximum ultimate load of 1,800 kips. Pile bents were spaced at approximately fifteen (15) feet and support precast deck planks with a cast-in-place topping slab. The wharf was designed to handle 68,000 DWT vessels with a draft of forty-five ( 45) feet, which will be the maximum draft in the Delaware River once the deepening is completed in 2017. Bollards consisted of 200 ton double-bit bollards spaced at approximately sixty feet. Rubber cone fenders with prefabricated steel fender panels and UHMW facing spaced at approximately thirty feet were designed to protect the wharf during berthing.",2016
"Challenges during the Design and Construction of the New Wharf and Double Sheetpile Wall Breakwater at Puerto San Antonio, Chile",,,"Puerto Central (PCE) was awarded in 2011 a new concession at Puerto San Antonio, the main port of Chile. In 2013 they started a major renovation project as part of the concession agreement, the largest port infrastructure investment under construction in the country. The new terminal will be capable of receiving 366 m LOA post Panamax vessels and move 1.2M TEU per year. It will also transfer sulfuric acid, clinker, ro-ro, and bulk cargo. The main structures on the project are a 700 m long vertical pile wharf and a double sheetpile wall breakwater. The wharf considers a precast concrete system that works as formwork and shapes beams and slabs, allowing faster and simpler construction than traditional piling wharves. The breakwater is 50 m long and 15 m wide, it is exposed to large wave action and strong seismic loads. There are not many documented examples of structures like this, making it ideal for a case study. A description of the most relevant design and construction challenges for these structures is presented.",2016
Existing Pile Foundation Evaluation for a Pier Upgrade,,,"The Pier 3 Upgrade project at the Port of Tacoma was completed in anticipation of super-post-Panamax size container ships. The primary goals of the project were to maintain the existing 64-foot-gauge crane rail and to accommodate a new 100-foot-gauge crane rail for new higher capacity container cranes. The upgrade includes adding piles to the outboard crane rail and upgrading the existing wharf to support both existing container cranes and new, larger container cranes. The new crane rail is supported on a combination of the original concrete piles installed in the 1980s and new concrete piles installed as part of this upgrade project. The project geotechnical engineers evaluated the as-installed resistances of existing piles using data from the initial construction. By evaluating each existing pile individually, the design team justified increasing the allowable axial resistance of select individual existing piles. This limited the number of new piles required for the upgrade and reduced the over-all project cost.",2016
Port of Neah Bay Commercial Dock Replacement,,,"The Makah Tribe has fished in and around Neah Bay, Washington, for over 4,000 years. In early 2013, the Tribe recognized that deterioration of their aging timber fishing dock posed a large threat to the economy of this remote community at the northwestern-most point of the state and continental United States and selected a design team to replace the facility using the traditional design/bid/build method of procurement. In August 2013 during conceptual design, a portion of the decking collapsed, and the dock was closed because of the resulting unsafe conditions. As a result of a concentrated team effort by the Makah Tribe and their consultant team, all federal, state, and local permits for the work were obtained within 88 days of application submittal, and in-water construction began in late December 2013, four months after the collapse. By pre-ordering the piles and using a precast concrete deck system to minimize cast-in-place concrete, the dock structure was completed in three months and the facility, consisting of an access trestle, dock, fish-buying station, storage warehouse, and ice production plant, was operational by October 2014. This paper will provide an overview of the project and describe the challenges and solutions developed by the team that allowed the project to be completed only 10 months after the collapse.",2016
Strengthening an Aging Marginal Wharf for RO/RO Operations,,,"In response to an increase in demand for heavy-lift RO/RO operations at the Port of Everett, a portion of an aging 1970s vintage concrete marginal wharf was strengthened and repaired to increase the load-carrying capacity from 550 psf live load to 1,000 psf. The improvements included adding new piles and intermediate pile caps between the existing pile caps, and strengthening the existing pile caps. The existing pile caps within the upgrade area were also repaired to correct corrosion damage caused by chloride-ion intrusion. The repairs included removal of deteriorated concrete, cleaning and replacement of the corroded reinforcing steel, and replacement of the concrete. Cast-in zinc anodes were used to provide cathodic protection. Underwater and underdeck (above water) inspections by the engineers designing the improvements quantified the severity and extent of the structural deterioration. This enabled selection of the best possible repair methods to reduce project costs and increase the structures' service life and strength. This paper describes the investigation of alternatives, analysis and design of the upgrades and repairs, and the challenges of construction.",2016
"Modular and Moveable Petroleum Loading Docks Phillips 66-Freeport Terminal Projects in Freeport, Texas",,,"The Phillips 66 marine terminal, located in Freeport, Texas, on the Gulf of Mexico, is a deep-water berthing facility used for importing and exporting petroleum products. Three docks are being upgraded at the site. The improvements will allow the addition of liquefied petroleum gas (LPG) and pentane plus (C5+) operations. To accommodate long-term port planning, two of the structures will eventually be relocated to increase the size of the Old Brazos River Channel. Originally planned for rehabilitation and expansion, the docks were redesigned midway through the process as new modularly constructed structures. In addition, two of the docks will incorporate the ability to be moved, as a whole, to a future location. The modular construction will allow the current docks to remain in service as the new dock platforms are being constructed. This will minimize the downtime of the facility during the upgrade. The modular pieces will be assembled on-site and placed with the loading arms, gangway tower, crane, control cabin, and additional piping assemblies and utilities already installed on the modular pieces. The facility, located in ""Hurricane Alley,"" will be subjected to significant wind and wave loads. Deflection control of the docks and product piping support structures is vital to avoid loss of product and to eliminate the use of multiple expansion joints and product piping loops. To obtain the required strength and stiffness, a combination of steel moment frames and braced frames are utilized in the design of the dock platform, pipe way and access way structures. Various aspects of the project are examined, including the steel and concrete modular platform design, modular section to steel pipe pile connection design, access way and product pipe way design, and future removal and reinstallation of two docks. Due to innovative solutions and creative engineering, the project team was able to deliver a product that meets the Client's future needs within the restricted site layout configuration, with minimal production downtime, and provides an elegant design for the current facility.",2016
Consecutive Earthquakes Evaluation of Berths 100-102 at the Port of Los Angeles,,,"POLA Berths 100-102, consisting of 2,500 foot-long (762 m) concrete container wharves, were constructed in three phases over a 10-year period. This paper discusses the seismic analysis and evaluation of post-seismic conditions for these wharf structures, which included three levels of ground motion with corresponding performance criteria, and identified vulnerabilities based on the expected structural response for a typical wharf section. Single and multiple consecutive discrete earthquake events were analyzed. No established methods exist to determine displacement demand due to consecutive discrete earthquake events, defined as an event that occurs after the first event allowing sufficient time for the structure to unload and reach a rest position. In this paper, two methods were proposed to determine these displacement demands, the Algebraic Addition and Residual Methods, were analyzed. Additionally, repair methods were proposed and analyzed for single and consecutive post-seismic events to verify/confirm the performance of the proposed repair method.",2016
A Risk-Based Structural Assessment Approach for Port Metro Vancouver's Asset Management,,,"This paper presents a risk-based structural assessment methodology used in conjunction with a life cycle cost analysis to assist Port Metro Vancouver develop a multi-year works program with funding needs for maintaining the reliability of its assets. The risk measure is based on the probability of structural failure and the monetary consequence of failure, and accounts for the deterioration of material over time. For steel, the corrosion rate was used as the measure of deterioration. For reinforced concrete, material modelling estimated the rate of degradation, the onset and the progression of rebar corrosion over time. The failure probabilities were estimated first by assuming that no repair or rehabilitation is performed. Then various scenarios of preventative risk mitigation measures were considered, and their associated costs were used in the life cycle cost analysis to develop strategies for asset management. An example of the completed projects, the merits, and the limitations of this approach are presented.",2016
Berths 196-199 Wharf Rehabilitation at the Port of Los Angeles,,,"Berths 196-199 at the Port of Los Angeles (POLA) are utilized as an auto terminal with an extensive railyard for loading/unloading of auto racks. Due to existing conditions and structure age, rehabilitation is required. Rehabilitation consists of approximately 60 timber piles and 1,600 joists undergoing repair, in-kind replacement, or upgrade; concrete wharf repairs to replace approximately 120,230 sf of asphalt concrete; restoring load carrying capacity to 500 psf (axial pile capacity is the limiting factor); and upgrading vehicle load from small truck to standard class highway loading (HS-20). In addition, an under-wharf inspection found all utility pipes (except waterlines) under deck are no longer in use and contaminated with hazardous materials, and the potable water lines are in need of replacement. This paper discusses the challenges faced in rehabilitating a 30+ year old wharf with differing structural elements, including abatement and removal of contaminated utility pipes, while maintaining operational capacity.",2016
"New Floating Cruise Ship Berths for Juneau, Alaska",,,"The City and Borough of Juneau (CBJ) needed additional berthing space downtown for the larger cruise ships arriving to the Inside Passage of Alaska. Floating cruise ship berths were selected by the project team as the preferred alternative in order to accommodate passenger loading, unloading, and queueing operations and to provide greater security, address the large tides, and unique geotechnical challenges presented by the project site. PND worked closely with officials from the CBJ and the cruise line agencies during the planning and design phases of the project to provide input on the size, alignment, and features of the new floating berths. The final configuration of the floating cruise ship berths are parallel and offshore from the current downtown cruise ship fixed docks. The new berths included two large floating concrete pontoons. The largest pontoon measures 400 feet long and 50 feet wide. The second pontoon measures 300 feet long and 50 feet wide. The concrete pontoons are held in place by large, steel pipe pile dolphins. In addition to the concrete pontoons, other major project elements include mooring and breasting dolphins to support ship berthing operations, two orthotropic steel transfer bridges, two timber approach piers, a smaller moorage float with gangway access, electrical systems to support the facility operations, and water and waste water systems to support ship operations while in port. The project site for the downtown cruise ship berths presents many challenges that are unique to marine infrastructure design in southeast Alaska. These challenges include geotechnical conditions which vary from loose marine sediment to shallow, steep, sloping bedrock, large tidal ranges, and extreme environmental conditions. By utilizing the experience of designing and constructing in similar conditions in Alaska and elsewhere, the project team was able to address these challenges with the new berths' design.",2016
Deltaport Berth 3's Design and Construction Challenges,,,"Port Metro Vancouver, located in the southwestern corner of British Columbia, is Canada's largest port. Deltaport Container Terminal, at Roberts Bank just south of Vancouver, opened for business in 1997 and was an immediate success. In response to increased demand and growth forecasts Port Metro Vancouver, in partnership with the terminal operator (Global Container Terminals), decided to extend the two-berth caisson wharf and expand the container terminal to increase annual throughput by 50% from 1.2 to 1.8 million twenty-foot equivalent units (TEUs). This paper will focus on some of the unique aspects of the design for the Deltaport Berth 3 expansion, and resolution of key challenges encountered during construction. Concrete caissons for the wharf extension were prefabricated off-site, towed to site, and then installed at super-elevated positions to compensate for anticipated differential settlements and rotations due to the added mass of the terminal reclamation fills. This elevation pre-set provided a precisely aligned wharf extension, smooth alignment of crane rails and a level apron pavement. A risk based approach was used to develop appropriate seismic design criteria for the main wharf and for the ship-to-shore crane rails. Displacement-based seismic criteria were used for the design of this concrete gravity caisson wharf. Marine vibro-densification of the crushed rock foundation fills, combined with vibro-replacement and dynamic compaction of apron backfill materials, were methods used to improve the bearing capacity, seismic resistance, and settlement performance. A fill management plan was implemented for placement and preloading of reclamation fills in the terminal area, optimized to use all preload material as backfill. Wave protection for the Deltaport tugboat facility was provided by a tied sheet-piled bulkhead, as a temporary measure during berth construction. The design philosophy for the north end closure wall for the wharf extension, was based on the consequences of overall wall integrity and rupture of individual elements. Significant difficulties were overcome during construction of these sheet-piled walls.",2016
"Utilizing Colloidal Nano-Silica as Treatment for Concrete in Salt Water Ports: Laboratory Chloride Diffusion, Life Cycle Modeling, and the Port of Marseille Test Case",,MECHANICAL-PROPERTIES; CEMENT HYDRATION; FLY-ASH; NANOSILICA,"Colloidal nano-silica treatment for concrete was initially developed in the oil and gas industry to reduce the permeability of undersea well caps in the 1970s, acting as a capillary and pore-filling agent to reduce oil loss into seawater. Portland cement concrete with a high chloride diffusion rate leads to premature corrosion of reinforcing steel. Recently, colloidal nano-silica has been shown to reduce the chloride diffusion rate in conventional concrete and to reduce drying shrinkage. Laboratory testing utilizing chloride ponding and non-steady state chloride migration confirm previous work. Lifecycle corrosion modeling demonstrates the utility of colloidal nano-silica for extending the expected lifespan of concrete in saltwater ports. In addition, a test case is presented at The Port of Marseille, France, where a 70 m long boat dock was placed in 2014 with the goal of testing low shrinkage, less permeable concrete treated with colloidal nano-silica as a preamble to renovation of the 6 km sea wall that protects the harbor.",2016
Alternative Asphalt Concrete Pavement Design Methods at the Port of Los Angeles,,,"This paper will discuss the empirical results of incorporating composite paving interlayers within pavement sections of streets located on Terminal Island at the Port of Los Angeles. Historically, this area is subject to extensive pavement distress caused by high volumes of terminal truck traffic. In an effort to minimize impacts to operating terminal traffic, the Port of Los Angeles developed the use of experimental pavement sections to reduce the construction time, traffic control set up, and cost of the street repair work while still maintaining the structural integrity of the roadway. The objective of the experimental pavement overlay projects was to provide an effective and sustainable alternative to traditional full-depth street reconstruction with the incorporation of geocomposite materials. The primary focus of this paper will be on a lightweight polypropylene paving fabric reinforced with continuous filament fiberglass versus a paving mat interlayer and the benefits of each in regards to tensile strength, crack-resilience, moisture protection, and overall life span of the pavement.",2016
Modern techniques and concrete technology used to conserve a unique heritage breakwater,,,"The channel island of Jersey has one major commercial port which is not only vital for the island's daily supplies but also the main port of entry for tourist trade. St Helier Harbour is protected from the south-westerly prevailing wind and waves by Hermitage Breakwater, construction of which was started in 1874. The ravages of time appeared to have not unduly damaged the structure but recently the Island's engineers had been monitoring the breakwater and became concerned over its deteriorating condition. The damage to the surface protection of the precast blocks and joints on this south-west facing section of the wall of the pre-1887 construction was seen to have significantly deteriorated after the early 2014 storms. Using petrography from concrete core samples it was found that at depth in the section some of the cement had not hydrated which meant that the blocks, once they had sustained surface damage had a residual capacity, when coming in to contact with sea water as the outer concrete was worn away and therefore had self-annealing properties.",2016
Non-Linear Analysis of 3D Interaction of Soil - Diaphragm wall Structure with Different Cross-Sections,Different stiffness; varying anchor locations; static load; displacement; bending moment,,"Diaphragm walls have been used throughout the world to construct deep underground structures, conventionally by using the Reinforced Cement Concrete (RCC).Stiffer walls attracts larger bending moment than flexible walls (Potts & Day, 1991). Research has shown that increase in wall flexibility increases displacement, hence reduction in bending moment. In this paper static analysis of diaphragm wall sections having different stiffness are carried out using PLAXIS 3D software for the load condition existing in deep draft berth of New Mangalore Port, India. The displacement and bending moment are found out for diaphragm wall sections and results are compared with the actual diaphragm wall section having 1.1m thick. For analysis, a single panel diaphragm wall section having 5m length with 2.5m center to center spaced anchors is modelled. Soil properties are considered as per the boreholes data's obtained from New Mangalore Port. The results are validated with values derived from the design chart.",2016
RHEOLOGICAL PROPERTIES OF MARINE SEDIMENTS FROM THE PORT OF KOPER,marine sediments; Bingham model; yield stress; plastic viscosity; coaxial cylinder rheometer; plug flow; Bay of Koper,FINE-GRAINED SEDIMENTS; NORTHERN ADRIATIC SEA; DEBRIS-FLOW RHEOLOGY; GULF-OF-TRIESTE; MEDITERRANEAN SEA; MERCURY TRANSPORT; YIELD-STRESS; SUSPENSIONS; PARAMETERS; VISCOSITY,"Subaqueous, fine-grained, cohesive sediments are continuously fluidized by waves and other disturbances that cause their movement, which can be described with numerical models incorporating rheological parameters. The rheological behaviour depends on the soil (solid) type, the volume concentration, the salinity and the testing methods. In this study, rheological investigations of marine sediments from the Port of Koper were carried out by using two coaxial cylinder rheometers (DV3T HB, Brookfield and ConTec Viscometer 5). The influence of the specimen volume, the size of the gap and the type of measuring spindles were analysed and compared. The measured data were evaluated using the Bingham model. For each data set, the boundary between the sheared (""fluid"") and the un-sheared (""solid"") material was calculated and then the calculated boundary was used instead of the outer radius of the cylinder for the evaluation of the rheological parameters, where necessary. A good comparison of the results was found when using this approach. The results are also in agreement with the literature data. The ConTec Viscometer 5, primarily designed for mortars and concrete, was shown to be also suitable for the investigation of sediments.",2016
